id,current_description,keywords,url
15883,"Fachinformatiker.de, IT-Community für Systemintegration und Anwendungsentwicklung, Ausbildung, Prüfung, Job, Weiterbildung in den IT-Berufen","",http://fachinformatiker.de
1622,"Aktuelle Nachrichten aus den Bereichen Technologie, Netzpolitik, Digital Life, Gadgets, StartUps, Science und Games","",http://futurezone.de
552,"Golem.de - Ständig aktuelle IT-News für Profis und Videos aus Politik, Wirtschaft und Wissenschaft über Hardware, Software, Telekommunikation, Games","",http://golem.de
10984,"Das Excel/VBA-Portal mit Informationen zu Excel-Funktionen und VBA-Programmierungen","",http://herber.de
156464,"Stack-Überlauf ist die größte, vertrauenswürdigste Online-Community für Entwickler zu lernen, ihre Programmierkenntnisse teilen, und bauen ihre Karriere.","",https://stackoverflow.com/
156467,"Erfahren Sie, um Code zu Hause | freeCodeCamp.org","",https://www.freecodecamp.org/
45566,"Die weltweit größte Online-Community für Entwickler","",http://im-coder.com
106619,"Hilfe bei der Programmierung in verschiedenen Sprachen","",http://living-sun.com
20216,"Ein Online SPS-Lehrgang um die Grundlagen sowie fortgeschrittene Techniken von Speicherprogrammierbaren Steuerungen zu erlernen und bereits vorhandene Kenntnisse über SPS zu vertiefen.","",http://sps-lehrgang.de
142498,"Treiber.de - Treiber fuer alle Systeme - Alles rund um Hardware, Software und Treiber fuer alle Betriebssysteme","",http://treiber.de
156475,"Ein Online-Code-Editor, Lernumgebung und Community für Front-End-Web-Entwicklung mit HTML, CSS und JavaScript-Code-Schnipsel, Projekten und Web-Anwendungen.","",https://codepen.io/
2389,"Techniker-Forum - die Community für staatlich geprüfte Techniker","",http://techniker-forum.de
5734,"Das große Elektrikforum - Fragen, Antworten, Tipps und Diskussionen zur Elektroinstallation und Hauselektrik","",http://elektrikforum.de
12972,"Kraftfahrzeug-Technik - Informationen aus erster Hand zur Kraftfahrzeugtechnik, Kfz-Mechatronik, Kfz-Versicherung, Autoteile, mit Abkürzungs-ABC ","",http://kfztech.de
23558,"ET-Tutorials.de bietet Videos zu Themen der Elektrotechnik und Elektronik für Schüler und Studenten technischer Fachrichtungen.","",http://et-tutorials.de
156483,"Das Elektrotechnik Forum mit Neuigkeiten aus den Bereichen Elektroinstallation, Elektrik und Elektrotechnik.","",https://www.elektrotechnik360.de/forum/
13951,"Beschaffung. Einfach. Schnell. Umfassend ✓ über 5.000.000 Produkte für Geschäftskunden ✓ Gratis Lieferung ab 59,50 € ✓","",http://conrad.de
57543,"Aktuelle Branchen-News, Veranstaltungstipps und neue Produkte von der Fachzeitschrift Elektropraktiker.","",http://elektropraktiker.de
8671,"Elektrotechnik einfach und verständlich in nur 5 Minuten erklärt. Ich bin Dozent für Mathematik, Grundlagen der Elektrotechnik, Leistungselektronik und Automatisierungstechnik. 

        Elektrotechnik lieben!
        
        Impressum
        Angaben gemäß § 5 TMG:
        Alexander Stöger
        Stöger Consulting
        Kreuzstraße 10a
        94234 Viechtach
        Kontakt:
        Telefon: 09942/1230
        E-Mail: e-technik@gmx.net
        Umsatzsteuer-ID:
        Umsatzsteuer-Identifikationsnummer gemäß §27 a Umsatzsteuergesetz:
        170/719/00460
        Haftungsausschluss (Disclaimer)
        Haftung für Inhalte
        Als Diensteanbieter sind wir gemäß § 7 Abs.1 TMG für eigene Inhalte auf diesen Seiten nach den allgemeinen 
        Gesetzen verantwortlich. Nach §§ 8 bis 10 TMG sind wir als Diensteanbieter jedoch nicht verpflichtet, 
        übermittelte oder gespeicherte fremde Informationen zu überwachen oder nach Umständen zu forschen, die auf 
        eine rechtswidrige Tätigkeit hinweisen.
        Verpflichtungen zur Entfernung oder Sperrung der Nutzung von Informationen nach den allgemeinen Gesetzen bleiben hiervon unberührt.","",http://youtube.com/channel/UCKC9gZw2CxA8y9sgBA58Wnw
156528,"Das Fachportal  richtet sich an pädagogische Fachkräfte, Träger von Einrichtungen, Politik, Verwaltung und alle weiteren Akteure im Feld der Frühpädagogik.","",https://www.erzieherin.de
5367,"KiTa.de ist das Informationsportal für Eltern, Erzieher und Kita-Personal. Finden Sie kostenlos Krippen, Kindergärten und Horte in ganz Deutschland.","",http://kita.de
156529,"Mehr als 1.300 Fachartikel und rund 1.000 kommentierte Buchhinweise zu allen Fragen rund um Kindergarten und Kita.","",https://kindergartenpaedagogik.de/
156537,"Interessantes und Wissensvertes rund um das pädagogische Arbeitsumfeld","",https://www.kinderzeit.de/
156538,"Informationen und Ideen austauschen, Hilfestellungen und Anregungen geben und finden, Austausch zwischen Eltern und Erzieher/-innen, Kontakte knüpfen, Wissen teilen","",https://www.forum-fuer-erzieher.de/
156541,"Der Blog für starke Erzieher","",https://erzieherblogblog.wordpress.com/
9695,"Erzieherin ? Portal für Ausbildung Praxistipps und Stellenangebote","",http://erzieherin-ausbildung.de
55093,"Alles über Wissen aus Betriebswirtschaft und Technik, von A wie Automatisierungstechnik bis Z wie Zinsfußrechnung","",http://der-wirtschaftsingenieur.de
2982,"Thomas Bachheimer und Team bringen jenseits vom Einheitsbrei der Systemmedien täglich aktuelle Beiträge aus Wirtschaft, Währung, Politik und Gesellschaft - abgerundet durch eigene Aufsätze, Essays und Gastbeiträge.","",http://bachheimer.com
9805,"BWL Wissen online!","",http://bwl-wissen.net
5676,"Experten diskutieren über Microsoft Office und helfen Einsteiger bei Excel Formeln, Access Datenbanken erstellen, Word Serienbriefen, Outlook Mail senden.","",http://office-loesung.de
43748,"Informationen zu den Grundlagen des betrieblichen Rechnungswesens mit Schwerpunkt Finanzbuchhaltung","",http://rechnungswesen-info.de
22663,"Forum mit Informationen zur Fortbildung zu verschiedenen Fachwirten.","",http://fachwirt-forum.de
156476,"Der schnelle Weg zu Ihrer Industrie- und Handelskammer: mit dem IHK-Finder und Infos zu den wichtigsten Angeboten, Themen und Produkten.","",https://www.ihk.de/
156543,"Das neue Internetportal für alle Mitarbeiter aus dem Bank- und Finanzbereich","",http://www.bankkaufmann-blog.com/
156544,"Trends für Banken und Sparkassen wie Digitalisierung, Innovation, Social Media, Kundenservice, Strategie und anderen Managementthemen.","",https://www.der-bank-blog.de/
156545,"Financial Career ist eine Bildungsplattform für Schüler, Azubis, Studenten und Professionals und bietet umfassende Informationen zu Studium & Fortbildung","",http://www.financial-career.de/
13444,"Inside Paradeplatz ist eine Internet-Zeitung aus Zürich, mit täglichen News zum Finanzplatz Schweiz und den wichtigsten Banken und deren Manager.","",http://insideparadeplatz.ch
156546,"Informationsportal mit aktuellen Wirtschaftsnews zum Beruf Bankkaufmann/Bankkauffrau","",www.bankkaufmann.com
156547,"Die Top-Stories der deutschen Banken-und Fintech-Szene, News und Analysen aus dem kostenlosen morgendlichen Newsletter von Finanz-Szene.de","",https://finanz-szene.de/
156548,"Blog, Informationsdienst und Wissensdatenbank zum Stilwandel im Banking","",https://bankstil.de/
794,"FinanzNachrichten.de bietet die wichtigsten Nachrichten aus dem Bereich Aktien, Börse und Wirtschaft mit täglich über 12.000 Wirtschafts-News sowie Aktienkurse","",http://finanznachrichten.de
10839,"Aktuelle Börsenkurse, News, Charts und alle Informationen zu Aktien, Fonds, Devisen, Rohstoffen, Zertifikaten, Optionsscheinen und mehr.","",http://onvista.de
156550,"Das Fachmagazin für IT und Organisation bei Banken, Sparkassen und Versicherungen","",https://www.it-finanzmagazin.de/
1615,"Das Finanz- und Wirtschaftsportal rund um die Themen Aktien, Börse und Aktienkurse. Meinungen, Fakten, Hintergr�nde von Deutschlands grö�ter Finanz-Community.","",http://wallstreet-online.de
2412,"BÖRSE ONLINE: Aktuell, unabhängig und kompetent. Börsennachrichten rund um die Themen Aktien, Börse, Börsenkurse, Fonds und Devisen.","",http://boerse-online.de
19229,"Alles rund um das Thema Akienkurse, Nachrichten, Fonds, Rohstoffe, Anleihen gibt es bei Börse Frankfurt einfach und informativ aufbereitet.","",http://boerse-frankfurt.de
50999,"Info Blog über Banken, Kredite und Finanzen","",http://finanzcheck.pro
31648,"Ob Fragen zu den verschiedenen Abschlüssen, Inhalten oder Finanzierung eines Studiums, hier findest Du alle Infos zum Bachelor und Master Studium.","",http://bachelor-studium.net
10073,"Job und Karriereportal - Aktuelle Karrieretipps mit aktuellen Jobs und Informationen für Fachkräfte, Führungskräfte und Young Professionals.","",http://karrieretipps.de
16157,"Die kostenlose online Lernplattform für Schüler: einfache Erklärungen, verständliche Beispiele und interaktiven Übungen mit Lösungen.","",http://schulminator.com
37043,"Palästinensische Studenten in Deutschland","",http://palstudenten.com
23004,"Als einer der führenden Informationsanbieter für gewerblich genutzte Kraftfahrzeuge stellt der EuroTransportMedia Verlag ein umfangreiches Internetangebot mit täglich aktualisierten Nachrichten, Technik, Wirtschaft, Logistik, Verkehr, Politik, Gesetzen, Veranstaltungen und Testberichte zur Verfügung.","",http://youtube.com/channel/UCmwDPZ3-2um3JttJQpjNazw
65276,"omnibus.news berichtet über Aktuelles aus der Welt der Omnibusse: Nachrichten, Wirtschaft, Politik, Technik rund um den Bus","",http://omnibus.news
97128,"Park Your Bus ist ein neues System, um geeignete Busparkplätze in ganz Europa zu finden!","",https://play.google.com/store/apps/details?id=com.parkyourbus.parkyourbus.huawei
156477,"Netzwerk von BusfahrerInnen in privaten und &ouml;ffentlichen Omnibusunternehmen in St&auml;dten und Regionen in Baden-W&uuml;rttemberg","",http://www.busfahrernetzwerk.de/
156478,"Das Busforum für Busunternehmen","",https://forum.bustreff.de/
30434,"Mit der Krankenpflege Lern Quiz App kannst du...","",https://play.google.com/store/apps/details?id=pattarachanok.ae.krankenpflegelernquiz
